molecule,smiles,qed,sas,logp,tpsa,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x148fe8038b80>,Cc1ccc2nc(CC(=O)O)nc(C)c2c1,0.8319572029175316,2.1253194543693112,1.8737399999999997,63.08,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8038be0>,CC(C)(N)C(=O)NCC(CCCNS(=O)(=O)c1ccc(Br)cc1)C(=O)N1CC(F)CC1C#N,0.37896021399234014,3.871076054998288,1.439880000000001,145.39,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8038c40>,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(OC)c2)cc1,0.24159915448543323,3.1027575477214198,3.997700000000002,107.97000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8038ca0>,CCN(CC)CCNC(=O)c1cc(-c2ccccc2)nc2ccc([N+](=O)[O-])cc12,0.4641653546453434,2.1502424074499302,3.8816000000000024,88.37,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8038d60>,CC(=O)Oc1ccc(N=c2cc(OCCO)[nH]c3ccccc23)cc1,0.5532994795039968,2.6412954669458735,2.6967000000000008,83.91,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8038dc0>,CCOc1ccc(C(=O)NCCN2CCOCC2)cc1OCC,0.7867028468174456,1.8762768359108968,1.5459999999999996,60.03,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8038d00>,COc1cc(C(=O)OCc2nc(=O)c3cc(C)sc3[nH]2)cc(OC)c1OC,0.6460154521337541,2.5972311926072535,2.6758200000000008,99.74000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8038e80>,CCOc1ccc(-c2nc(CNCc3ccc4c(c3)OCO4)co2)cc1,0.6983806186178222,2.2115231957573673,3.7588000000000026,65.75,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8038e20>,CC(=Nc1ccccc1[N+](=O)[O-])c1c(O)[nH]c(=O)n(C)c1=O,0.492314948871899,2.8444086244618543,0.8280999999999996,130.59,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8038f40>,COc1ccc(CN=c2cc(-c3ccc4c(c3)OCO4)[nH]cn2)cc1F,0.7827104205803843,2.851688193917102,3.054000000000001,68.72999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8038ee0>,COc1ccc(C(=Cc2cc(Cl)c(OC)c(OC)c2)C(=O)C=Cc2cccc(OC)c2)cc1,0.2786360105129909,2.433196380385713,6.197500000000006,53.99000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8038fa0>,CS(=O)(=O)c1ccc2[nH]c(O)c(C=c3[nH]c4c(c3=CCCC(=O)O)CCCC4)c2c1,0.4946733331220451,3.3989256810898407,1.9579999999999997,123.24999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe80390a0>,CC(C)CC(=O)CC(=O)OC=C1C=C(C(C)C)CCC1=O,0.32580629872992883,3.3855386753772247,3.3641000000000023,60.440000000000005,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039100>,C=C(c1cc2c(cc1C)C(c1ccccc1)CC(=O)N2)n1nc(C)cc1C,0.731668659876309,3.232903931542805,4.801460000000004,46.92,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039040>,CC(C)(C)c1ccc(CN(Cc2ccc(C(=O)O)cc2)Cc2cccc(C(=O)N(CCC(=O)O)Cc3ccccc3C(F)(F)F)c2)cc1,0.1507955864520228,2.7177553430738595,8.020600000000007,98.15000000000002,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039160>,CC(C)C(=O)NC(NC(=O)COC(=O)c1[nH]nc2c1CCC2)C(Cl)(Cl)Cl,0.36418929667305233,3.4569692636797225,1.6398999999999997,113.17999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039220>,CC(C)(C)CCN1CCN(CCCC(=O)c2cc3ccccc3o2)CC1,0.6869392971221834,2.288295185929357,4.449500000000004,36.69,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039280>,CC(=S)NNC(=O)c1oc2c(c1C(Br)Br)CCCC2,0.44532160120931413,3.395272316305581,3.528500000000002,54.269999999999996,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe80392e0>,Cc1cccc(C(=O)NN=Cc2c(O)ccc3ccccc23)c1,0.5732652356501404,1.9834145981486593,3.617720000000002,61.69,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe80391c0>,CCc1ccc(C=C2SC(=O)N(CC(=O)NCCc3ccc(OC)c(OC)c3)C2=O)cc1,0.5823370530194861,2.1957786654728597,3.661400000000002,84.94,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039340>,COc1ccc(C(=O)c2sc(=Nc3cc(OC)c(OC)c(OC)c3)[nH]c2N)cc1,0.5740651756322118,2.7907965454528494,3.156200000000001,108.16000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe80393a0>,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(=Nc3ccnc(F)c3)[nH]2)CC1,0.6973905818514701,3.6349367423959382,2.32148,142.39,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039400>,CCCC(=O)c1c[nH]c2c(OCCO)cccc2c1=Nc1ccc([N+](=O)[O-])cc1,0.3427605456870254,2.7958277733035892,3.6624000000000017,117.82000000000002,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe80394c0>,CC(=O)n1[nH]c(=NC(=O)c2cc(Br)cs2)c2ccccc21,0.7206906321865103,3.2290410128702396,3.194600000000001,67.22,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039460>,CCCCC(N)c1ccccc1,0.72531378090936,2.0338477997480116,2.8766000000000007,26.02,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039580>,COc1cccc(CNCCOc2ccc(C(=O)O)cc2)c1,0.7334893578625694,1.6706046758680753,2.5620000000000003,67.79,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe80395e0>,CN1c2c(c(=O)[nH]c(=S)n2CCc2ccc(Cl)cc2)CC1(C)C,0.861081750870878,2.8267617509958107,3.572890000000003,41.03,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039640>,CC(NC(=O)c1ccco1)C(=O)NC1CC2CCCC(C1)N2Cc1ccccc1,0.7882169193813577,3.879171921543211,3.099800000000001,74.58,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe80396a0>,CCC(C)S(=O)(=O)Oc1ccc2cc(C)ccc2c1,0.8016472120585015,2.7021354463965377,3.6553200000000023,43.370000000000005,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039520>,CC1(C)CN(S(=O)(=O)c2ccc(N3SC(C)(C)C(=O)C3CNC(=O)c3ccco3)nc2)CCO1,0.584512908437673,3.776635063506042,2.0885999999999996,122.05000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039700>,Cc1ccc2[nH]c(=NC(=O)Cn3cc(C(=O)c4ccc(C(F)(F)F)cc4)c(=O)c4ccccc43)sc2c1,0.328909383784202,2.87415715172029,5.230020000000003,84.28999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039760>,CC(=NNC(=S)NNC(C)(C)C)c1c(O)n(CC2CCCO2)c2ccccc12,0.3490195898828458,3.441134875937051,3.017100000000001,82.84000000000002,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe80397c0>,CCCCOc1ccc(C2=CN(S(=O)(=O)c3ccc(C(=O)O)cc3)CC(=O)N2Cc2ccc(OC)cc2)cc1,0.3471518269364025,2.6432274822990696,4.604000000000004,113.44999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039820>,CC1(c2cc(NCc3c[nH]cn3)ccc2F)CCCC2(C)C1=CCC2C(O)CCC(=O)NC1CCCCC1,0.29767354592101875,4.4447671232081145,6.1451000000000064,90.03999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039880>,CN(C)C(=O)CCNC(=O)c1cc(NC(=O)c2c[nH]c3cccc([N+](=O)[O-])c23)cn1C,0.39046262077571936,2.6513055135571477,1.8749999999999998,142.37,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe80398e0>,C=CCN=c1scc(O)n1-c1ccc(C)cc1,0.8305636266691421,2.8005983126097878,2.639520000000001,37.52,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe80399a0>,CCn1c(O)c(CC(=O)O)sc1=NN=Cc1ccncc1,0.6406834319484095,3.0623051588937082,1.232,100.07000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039940>,CC(C)(C)c1cc(=NC(=O)Nc2cccc(C(F)(F)F)c2)n(CC(=O)NCCCc2ccccc2)[nH]1,0.39719684053245363,2.8717798786940705,5.014300000000003,91.28,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039a00>,CC[N+](C)(CC#Cc1ccccc1)CC1OC(c2ccccc2)OC(C(=O)N2CCOCC2)C1C,0.4722302332162895,4.255663623488082,3.482300000000003,48.0,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039a60>,CC(=O)Nc1cccc(NC(=O)COC(=O)c2c(Cl)c[n+]([O-])cc2Cl)c1,0.4564763213665791,2.511291894664094,2.3807,111.44,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039ac0>,Cc1nc2ccc(Br)cc2oc1=O,0.7087839570644265,2.2568282115472886,2.25892,43.1,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039b80>,COc1ccc(C2NC(=O)N=C3CCCC(=O)C32)cc1,0.8975838204024886,3.303338747270484,2.2697000000000003,67.75999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039be0>,COc1ccc(-n2c3c(c4cncc(F)c42)CC(C)CC3)cc1,0.7054908560814288,2.999463822914173,4.298000000000004,27.05,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039c40>,COc1ccc(CN2CCN(C(=O)C3CCC3)CC2)cc1OC,0.8341207882793832,1.7951409564057847,2.1481000000000003,42.010000000000005,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039ca0>,CN1CCC(c2c(O)ccc3c(=O)n(-c4ccccc4)ccc23)CC1,0.7799935083001749,2.3152896977151034,3.5055000000000023,45.47,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039d00>,CCc1c(Cc2cc(C)cc(C)c2)[nH]c(SCC(=O)O)nc1=O,0.627608743846613,2.5382101026441646,2.71664,83.05000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039b20>,COC(=O)c1ccc(NCc2ccnc3c2CC(C)(C)O3)c(NC(=O)c2ccccc2C)c1,0.532230129782545,2.5806802513534546,4.754520000000004,89.55000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039d60>,Cc1c([N+](=O)[O-])n(CCO)c2ccc(S(=O)(=O)N(C)c3ccccc3)cc12,0.5153167618136265,2.583731367243427,2.675320000000001,105.67999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039dc0>,CCc1cc(N=c2cc(C3CC3)[nH][nH]2)[nH]c(=Nc2cc(C)c(OC)c(C(F)(F)F)c2)n1,0.5605122203525298,3.970978837770555,4.306320000000002,94.21000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039e80>,C=CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1OC,0.5777934587840414,3.130548626551124,3.045700000000002,74.19,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039e20>,C#CCN(Cc1cc2c(C)oc(C)c2c(C)c1C)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)nc1,0.365360757364472,3.5708126136636666,3.749080000000001,132.97,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039f40>,CCNC(=O)C1CCCc2c1c1cnccc1n2CCc1ccc(F)cc1,0.7435281078437713,3.031739683644954,3.9741000000000035,46.92,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039fa0>,CSc1cccc(C(=O)NC(=O)N=c2[nH]c3ccccc3s2)c1,0.7004147712600776,2.7675201925542545,3.402000000000001,74.32,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe8039ee0>,Cc1ccc2c(c1)C(OC1OC(CO)C(O)C(O)C1O)C(=O)C(C)(O)C2,0.4454116276246899,4.3923105703536045,-1.2711800000000009,136.68,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a0a0>,Cc1nc(=S)c(-c2ccc(N3CCOCC3)nc2)c(C)[nH]1,0.8644046127775807,2.647998235816784,2.65463,54.04,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a100>,CCC(C(=O)NC1CCCC(C)C1C(N)=O)N1CCCC1,0.8017151884225374,3.6646835203350916,1.2671000000000006,75.42999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a040>,Cc1cccc(-c2cc(=O)c3ccccc3o2)c1,0.6434517105063207,1.781961875696057,3.7684200000000025,30.21,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a1c0>,COc1ccc(C(=O)Nc2ccc[n+](C)c2)c(O)c1,0.8206118294547838,2.2619618607959247,1.4775999999999998,62.44,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a220>,COC(=O)c1ccc(CNC(=O)c2ccc(Cl)cc2)cc1,0.8832570609184206,1.4671343635873182,3.0566000000000013,55.4,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a160>,COc1cc(Cl)c(C(c2nnnn2C)N2CCN(Cc3ccco3)CC2)c(Cl)c1,0.5871695238626431,3.1994300869725585,3.0257000000000014,72.45000000000002,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a280>,COc1ccc2c(c1)cc(O)c1c(=O)nc(-c3ccc(O)c(O)c3)oc12,0.3754647928654435,2.529054989990531,3.1336000000000013,113.02000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a2e0>,COc1ccc(C(=O)N=c2[nH][nH]c3cc(C(=O)NC(CCC(=O)O)C(=O)O)ccc23)cc1,0.3506830637221519,3.150997051863264,1.2934999999999997,173.93999999999997,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a3a0>,CC(=NNC(=O)c1cc(=O)c2ccccc2o1)c1ccc(Br)cc1,0.5520343921639581,2.1373142519538195,3.709500000000003,71.67,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a340>,COc1cccc(C2CC(=O)C(=CN=c3ccc4ccccc4[nH]3)C(=O)C2)c1,0.5631183718432066,2.9540759207310394,3.6769000000000016,71.52,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a400>,COCCS(=O)(=O)N1CCN(c2ncc(-c3nc(C(F)(F)F)c[nH]3)s2)CC1,0.7569085035262456,3.171202269530329,1.6502000000000003,91.42000000000002,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a460>,CC(C)C(O)C1(O)C(=O)OC2C3C(CCC4C(C)(C)C(O)CCC34C)CCC21C,0.610515009754626,4.988157029413334,3.289500000000002,86.99000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a520>,Cc1ccnc(C(=O)OCC(=O)Nc2cccc(F)c2)c1,0.8766587070497246,1.8684569189980103,2.3246200000000004,68.28999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a4c0>,CCCCCNC(=O)c1c(N)n(-c2ccc(Cl)cc2)c2nc3ccccc3nc12,0.45224581903408695,2.229348702800186,4.729300000000003,85.83,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a5e0>,CCOc1cc2[nH]c(=N)c(-c3ccccc3)cc2cc1F,0.7527888617369184,2.4385728512013998,3.852170000000002,48.870000000000005,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a580>,CCNC(=O)c1ccc(N=c2cc(Nc3ccc(CN4CCCCC4)cc3OC)[nH]c(=NCCN3CCN(C)CC3)[nH]2)cc1,0.2683854032733671,3.31251697943029,3.211100000000002,116.38,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a640>,CN(C)S(=O)(=O)c1cc(F)ccc1F,0.7524946384737197,1.8821382779998306,1.2151000000000003,37.38,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a6a0>,CCCC(=O)NC(C)c1ccc(OC2CCN(c3ncnc(OCC(C)(C)C)c3F)C2)cc1,0.5882381487286792,3.4217233178193247,4.675600000000005,76.58,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a700>,CCc1c(C)[nH]c(=NC(=O)C2CCN(S(=O)(=O)c3c(C)noc3C)CC2)c2c1CCCC2,0.7546160462845307,3.170038319751166,2.897360000000001,108.63,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a7c0>,COc1cc(C2NC(=O)c3ccccc3N2C)cc(OC)c1OC,0.9346843209364194,2.7109328898347513,2.5908000000000007,60.03,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a760>,CCCCNC(=S)NNC(=O)c1c(O)cccc1O,0.3215614324353486,2.292929416897298,1.0067999999999997,93.62,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a820>,CN(C)c1ccc(C=C2SC(=Nc3ccc(C(F)(F)F)cc3)N(c3ccccc3)C2=O)cc1,0.4068026749050674,2.435312013140056,6.580000000000005,35.91,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a8e0>,Cc1c(NC(=O)c2no[n+]([O-])c2C)c(=O)n(C)n1C,0.7173308068526002,3.248115712755287,-0.7856599999999994,109.0,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a880>,COC(=O)C(=O)CC(=O)c1ccc(N=c2cc(C)cc(C)[nH]2)c(OC)c1,0.37022662747736734,3.021210637892696,2.1874399999999996,97.82000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a9a0>,CN1c2nc(-c3ccccc3)nn2C(=N)CC1c1cccc(N2CCOCC2)c1,0.7462099840594251,3.2691142367844765,3.188270000000002,70.27000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803aa00>,COc1ccc(C(=O)Nc2sc3c(c2C(=O)O)CCN(C)C3)cc1,0.8898044702561123,2.10006104738841,2.695100000000001,78.86999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803aa60>,Cc1cc(C#Cc2cc(C)on2)nc(N2CCCCC2)n1,0.7520644348407057,2.8945351715040477,2.47154,55.050000000000004,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803a940>,C#CCOc1ccc(S(=O)(=O)NCCN2CCCC2)c(C)c1-c1nc(C2CCCCC2)no1,0.5581285484271943,2.8668880089608724,3.4788200000000025,97.56,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803aac0>,C=CCn1c(O)c(CC(=O)c2ccc(Cl)cc2)sc1=NNC(=O)c1cccs1,0.3371950161186425,2.8486957627736658,3.827200000000002,83.69,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803ab20>,CC1(C)CC(=O)C(C(=O)c2ccc(CC(=O)NC(C)(C)C)cc2)C(=O)C1,0.6635852525745752,2.5068448740790448,2.900900000000001,80.31,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803abe0>,CC(=O)c1nnn(CC(O)Cn2c3ccccc3c3cc(Cl)ccc32)c1C,0.534984197926042,2.9261187088707405,3.6115200000000023,72.94,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803ac40>,COC1(c2ccncc2F)CNC1Cn1cnc2c1c(=O)[nH]c(=O)n2C,0.6478978445184158,4.146726779981718,-0.5288999999999986,106.82999999999998,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803aca0>,Cn1c(=O)c2c(nc(SCC(=O)NC3CCCCC3)n2C)n(C)c1=O,0.7975409837978485,2.3897455505579135,0.5116999999999996,90.91999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803ad00>,CC(C)c1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,0.6734591201107201,3.507191736946945,-0.6993000000000005,104.54999999999998,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803ab80>,Cc1ccc(NC(=O)CSc2nnc(CNC(=O)c3c(F)cc(F)cc3F)o2)cc1,0.5509207475325131,2.3396306261447837,3.456120000000001,97.11999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803ad60>,CCOC(=O)N1CC(Cc2ccccc2)C(=O)N(C(Cc2c[nH]cn2)C(=O)NC2CC2)C1=O,0.628836442911972,3.713706207019886,1.8789999999999996,124.69999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803adc0>,CCOc1cccc(CNC(=O)c2cc(-c3ccc(F)cc3)nc3c2cnn3C)c1,0.5252863238650309,2.137195141861625,4.103100000000003,69.03999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803ae20>,COc1cccc(CNC(=O)NC2CCN(c3ncnc4onc(-c5ccccc5)c34)CC2)c1,0.45316084150853675,2.444696169346093,3.7616000000000023,105.41000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803aee0>,CCCCN(CC)S(=O)(=O)c1ccc(C(N)=NO)cc1,0.34572125816173815,2.144044000519642,1.5917999999999997,95.99000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803ae80>,Cc1ccc(CCNC(=O)C2CN(c3ncnc4sc(C#N)c(-c5ccccc5)c34)CCN2C)cc1,0.4340998946402053,3.2003868076015944,4.017700000000003,85.14999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803afa0>,Cn1nc(CCNC(=O)c2cccc(Cl)c2Cl)c2ccccc2c1=O,0.7606877287444133,2.154086620792027,3.2128000000000014,63.99,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803b040>,COc1ccc(C2Oc3ccccc3C(=O)C2O)cc1-c1ccc(F)cc1,0.757559823230469,2.892093453387922,4.178600000000003,55.760000000000005,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803b0a0>,CC1CCC2C(C)(C)C(O)CCC2(C)C12C(=O)C(=O)CN2C,0.6958946248662534,4.999779883544477,2.0421,57.61,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803b100>,COc1ccc(CCNC(=O)CSc2nc(=O)cc(C)[nH]2)cc1OC,0.5459244312456673,2.185487719693125,1.54652,93.30999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803b160>,CCCN(CCC)c1[nH]nc2cccc(OCc3ccccc3)c12,0.6490798705120264,2.412446869924084,4.7683000000000035,41.150000000000006,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803b1c0>,Cc1ccc(C(=O)NCCN2CCOCC2)cc1NC(=O)c1cccs1,0.8155866225084316,2.0173464125405847,2.37082,70.67000000000002,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803af40>,COc1nn(C)c2c1C(c1ccnc3ccccc13)c1c([nH]c3ccccc13)N2,0.45636529505459195,3.414726906467733,4.695400000000004,67.75999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803b280>,CC(C)Oc1ccccc1CNC(=O)Nc1cnn(CC(=O)N(C)C)c1,0.7921369752125242,2.2774775663867377,2.0801999999999996,88.49,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803b220>,CC(C)(C)CC(C(=O)N=c1[nH]ncs1)c1cccc(-c2ccccc2)c1,0.7228008170984614,3.4319766352270946,4.785500000000003,58.11,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803b2e0>,CC1CN(CCCCc2ccccc2)CCN1CC(=O)O,0.7811199799465444,2.414577460582297,2.1,43.78,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803b3a0>,COc1c(C(=O)C(O)OCC(C)C)cc2occc2c1C=C(C)C,0.6120104179838358,3.682136584968549,4.038300000000003,68.9,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803b340>,COc1ccc(C2c3cc(OC)c(OC)cc3CCN2C(=O)Cc2ccco2)cc1OC,0.5558924552174335,2.789066334870663,4.030800000000004,70.37,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803b400>,CN(C)c1ccc(C(=O)c2sc(S(=O)(=O)N(C)C)c(C(=O)c3ccc(Cl)cc3)c2N)cc1,0.5048315450628501,2.571535624327959,3.7620000000000022,100.78,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803b460>,CC(CCl)NC(=O)c1ccccc1Br,0.8452461814667821,2.431695802360485,2.8062000000000005,29.1,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803b4c0>,COc1ccc(CN(C(=O)c2cc(Cl)cc(Cl)c2-c2ccnc3[nH]ncc23)C2CC2)cc1F,0.3701919467754949,2.742008787333603,5.884200000000003,71.11,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803b520>,COc1ccc2c(c1)C1(N=C(N)N(Cc3ccccc3OC)C1=O)C1(CCC1)C2=O,0.8439022871406039,3.9535235662364236,2.6228000000000016,94.22,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803b5e0>,Cc1cc(=O)oc2c1ccc1oc(-c3cccs3)c(-c3ccccc3)c12,0.35065233780640753,2.4300545906782354,6.243120000000003,43.35,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803b640>,CC1CN(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(=O)O1,0.7315338298196965,2.9351911668760042,4.069300000000001,29.540000000000003,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803b6a0>,CC(=O)Nc1ccc(S(=O)(=O)NNC(=O)C2CCCCC2)cc1,0.7076816962215656,1.9979378498969105,1.5347999999999993,104.37,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe803b700>,C=CC1=[N+]([O-])C(O)=C(N(C)C)C1c1ccccc1Cl,0.683149595956844,3.916187308561522,2.8632000000000017,49.54,0.96,0.999,0.988
